,quantile
846,1.039161999
847,0.92383183
848,1.271972294
849,0.6735412
850,1.029343002
851,0.972957888
852,0.938306327
853,0.813675882
854,0.980398805
855,0.660320575
856,0.580437918
857,1.255928643
858,1.199698279
859,0.935030132
860,0.945351472
861,0.876631987
862,0.824491886
863,1.066897786
864,1.063431282
865,0.894306775
866,0.844837661
867,1.055162138
868,0.920331685
869,0.912048495
870,1.205151453
871,1.432805042
872,1.004874752
873,0.768570491
874,0.869866828
875,1.226847455
876,1.102424227
877,0.845879732
878,1.018764043
879,1.558848223
880,0.712869207
881,0.55529218
882,1.037678915
883,1.090517859
884,0.905827808
885,1.054316579
886,0.736068798
887,0.976315857
888,0.9841146
889,0.771038941
890,0.809397107
891,1.116146097
892,0.714821399
893,0.941680651
894,1.357369749
895,0.940797613
896,1.100435814
897,1.122863874
898,1.162508539
899,1.038402923
900,0.616692409
901,1.089037076
902,1.416510694
903,1.120503215
904,1.257969952
905,0.76780489
906,0.846368217
907,0.92385927
908,1.261250542
909,1.116575459
910,1.134007515
911,1.280151964
912,1.192664797
913,0.844742973
914,1.546763001
915,1.147341875
916,0.611067912
917,0.737923505
918,1.319447909
919,1.043658013
920,0.582591124
921,0.883716573
922,0.675137589
923,0.994144019
924,0.799229183
925,0.977366326
926,0.768925805
927,0.635422666
928,0.962051593
929,1.098587803
930,1.104622516
931,1.046953696
932,1.1416054
933,1.181771763
934,1.087720782
935,0.761243986
936,1.179055946
937,0.861839998
938,0.931876969
939,0.958862229
940,0.976039638
941,0.538664246
942,1.014609184
943,0.67894822
944,0.917225229
945,0.771098714
946,0.658973375
947,0.7376053
948,0.998097259
949,1.463667136
950,0.850098017
951,1.143298445
952,1.152326694
953,1.129140547
954,0.877842961
955,0.9252954
956,1.269194566
957,1.132091145
958,0.96682513
959,0.867546519
960,1.097639032
961,0.95831407
962,1.112203555
963,1.129701783
964,1.391956529
965,0.995817943
966,1.151054764
967,0.9169538
968,0.851335318
969,0.927734925
970,1.379272718
971,1.333109237
972,1.229716121
973,1.012551983
974,0.897026417
975,1.245228957
976,0.884254099
977,1.305458274
978,1.524697506
979,0.712488535
980,0.912570165
981,0.63288377
982,1.13946599
983,1.112000144
984,0.892934628
985,1.262459961
986,1.019605103
987,0.858937117
988,1.07913201
989,0.921643541
990,1.06505556
991,1.150164961
992,0.92943101
993,0.927526072
994,1.198826592
995,1.139361845
996,1.061992642
997,1.147535603
998,1.20519561
999,1.030579648
1000,0.6188568
1001,0.950701143
1002,1.00926675
1003,0.873585049
1004,1.187602667
1005,1.262262061
1006,0.950548923
1007,0.96805122
1008,1.05945438
1009,1.060890815
1010,0.732573477
1011,0.792569188
1012,0.748479541
1013,0.571331059
1014,0.990716597
1015,0.853966961
1016,1.406003133
1017,1.281402041
1018,1.031624779
1019,1.066402785
1020,1.225303273
1021,1.177937953
1022,1.198692767
1023,1.324549277
1024,1.231585411
1025,1.420620704
1026,1.02910017
1027,0.92503884
1028,1.00983133
1029,1.186333439
1030,1.068861356
1031,0.616834527
1032,0.855021235
1033,1.163437824
1034,1.094494115
1035,0.968111125
1036,1.051701254
1037,0.886559849
1038,0.586713049
1039,0.941139493
1040,1.0035477
1041,1.154078637
1042,0.793616902
1043,0.661631913
1044,0.500747014
1045,1.207499727
1046,0.917947201
1047,1.087226443
1048,0.840034842
1049,0.760453674
1050,0.924847206
1051,1.14986776
1052,1.017632689
1053,1.203590711
1054,0.728654769
1055,0.685874187
1056,1.149478741
1057,0.84359964
1058,1.083346748
1059,1.039024849
1060,1.142919367
1061,0.993799817
1062,0.82242344
1063,1.047891217
1064,0.949657487
1065,0.809657701
1066,0.904904818
1067,1.077636213
1068,0.984264244
1069,1.214489566
1070,0.924319139
1071,1.051098462
1072,0.97900512
1073,0.929435419
1074,0.558908736
1075,0.631753106
1076,1.029603623
1077,1.090777317
1078,0.625178097
1079,0.98497471
1080,1.002225606
1081,1.037807381
1082,1.028473046
1083,0.974887239
1084,1.247497705
1085,1.06323662
1086,0.93626717
1087,1.256676494
1088,1.02629309
1089,0.937804118
1090,0.924383202
1091,0.736535349
1092,0.963816872
1093,1.143169591
1094,0.998461752
1095,1.052933086
1096,0.92179592
1097,0.994331744
1098,0.597870477
1099,0.546561886
1100,0.489706959
1101,1.092668268
1102,0.999107611
1103,0.973264993
1104,1.128312842
1105,0.813402469
1106,1.404559558
1107,1.03445972
1108,0.869652061
1109,1.105856496
1110,1.097000277
1111,1.31719796
1112,1.042371607
1113,0.574600998
1114,0.97171194
1115,0.933309393
1116,0.55635873
1117,1.000224289
1118,0.888524891
1119,1.311949219
1120,1.059703766
1121,1.339003044
1122,1.210544274
1123,1.213409087
1124,1.38853625
1125,1.108819817
1126,1.354951167
1127,1.023953782
1128,1.099933162
1129,0.874330432
1130,0.944414497
1131,1.160503272
1132,0.92764802
1133,0.906694604
1134,1.025308214
1135,0.699953721
1136,1.059647183
1137,1.059429295
1138,0.622391208
1139,1.094613353
1140,1.011826684
1141,1.057122051
1142,1.205877156
1143,1.059840405
1144,1.187607604
1145,1.17902192
1146,1.054873361
1147,0.883496407
1148,1.122339579
1149,1.297514763
1150,1.217668558
1151,0.531990349
1152,1.113497134
1153,0.961209463
1154,0.698766564
1155,1.209384939
1156,1.219178693
1157,0.883877037
1158,0.92806664
1159,0.811609459
1160,1.156765664
1161,1.319541053
1162,0.969450492
1163,1.320482139
1164,0.87332332
1165,1.116557605
1166,1.210047743
1167,0.723599055
1168,1.210019972
1169,1.039745237
1170,0.985924732
1171,0.655104357
1172,0.957346274
1173,0.818436098
1174,0.850344018
1175,1.005601465
1176,1.185905342
1177,1.572405846
1178,0.978415949
1179,0.762411463
1180,1.137863731
1181,0.898218473
1182,0.87929041
1183,1.154338484
1184,1.150285845
1185,1.029289888
1186,1.078776656
1187,0.965106866
1188,0.87131312
1189,1.038873335
1190,0.678445987
1191,1.101224601
1192,1.110095949
1193,1.096152251
1194,0.86869786
1195,0.923612592
1196,0.976414699
1197,1.012589709
1198,1.083629388
1199,0.839375169
1200,1.006976679
1201,1.196428844
1202,1.25873589
1203,1.191087961
1204,1.028426478
1205,1.112068253
1206,0.529242815
1207,1.283282438
1208,0.971216665
1209,1.163685265
1210,1.159810897
1211,1.172171375
1212,0.865442464
1213,1.153225534
1214,1.205591739
1215,1.05568935
1216,0.693641512
1217,0.798118872
1218,0.818750381
1219,0.608224213
1220,0.820174835
1221,1.102063305
1222,0.819442899
1223,0.981162295
1224,0.798477808
1225,1.18207767
1226,0.86857543
1227,1.258660851
1228,0.992498264
1229,0.616066978
1230,1.182596549
1231,1.339112074
1232,0.930500133
1233,1.104952722
1234,0.914054185
1235,0.620072358
1236,1.299582842
1237,1.252474486
1238,1.110771414
1239,0.882490726
1240,0.643099063
1241,1.07181868
1242,1.416418494
1243,1.029343002
1244,1.198312471
1245,0.941626269
1246,0.910956095
1247,1.159929475
1248,1.117729713
1249,0.927791556
1250,1.189085382
1251,1.140166172
1252,1.159399256
1253,0.977437817
1254,0.650938542
1255,0.766143021
1256,1.094767287
1257,0.813315598
1258,0.766029798
1259,1.205615035
1260,1.015683615
1261,1.105274062
1262,1.00983133
1263,0.862243041
1264,0.914089213
1265,0.667363794
1266,1.10610798
1267,1.218153178
1268,1.33968101
1269,0.713901521
1270,0.651584245
1271,0.75600501
1272,1.063269075
1273,1.04742944
1274,0.919448134
1275,1.287842887
1276,0.951158904
1277,1.10246757
1278,0.672232101
1279,0.976912101
1280,1.164846211
1281,0.972501005
1282,1.161136038
1283,0.849487647
1284,1.046510832
1285,0.987742078
1286,0.785725722
1287,1.453207631
1288,1.093770243
1289,0.701415147
1290,0.730880946
1291,0.947095035
1292,1.501980125
1293,1.190306456
1294,1.294768263
1295,1.078649588
1296,0.991669373
1297,0.892854901
1298,0.773851744
1299,0.778147257
1300,1.069037049
1301,0.873824026
1302,0.955711958
1303,1.237197265
1304,1.018989657
1305,0.899952857
1306,0.856943367
1307,1.198438915
1308,1.006571747
1309,0.566078914
1310,1.116382683
1311,1.227619536
1312,0.677343528
1313,1.124368231
1314,1.421415116
1315,1.131379431
1316,1.205682377
1317,0.589162895
1318,1.075083176
1319,0.87504405
1320,0.902828113
1321,0.913170113
1322,1.194941989
1323,0.726889404
1324,1.31237783
1325,0.993081257
1326,1.23767669
1327,0.938749108
1328,0.958123578
1329,1.491879646
1330,1.055087565
1331,1.489409582
1332,0.867697654
1333,0.999988009
1334,0.905980751
1335,1.429764453
1336,0.977343107
1337,0.935250085
1338,0.767902698
1339,1.026179466
1340,1.571259893
1341,0.962221758
1342,0.940632809
1343,0.864162072
1344,1.094759395
1345,0.877085338
1346,0.98199989
1347,1.237197265
1348,1.312915097
1349,0.971674818
1350,0.983211507
1351,0.923861158
1352,1.049174461
1353,0.618859321
1354,0.592991404
1355,0.873248394
1356,1.22213373
1357,0.892389588
1358,0.783841817
1359,0.588827251
1360,0.961160525
1361,1.176327958
1362,1.363714161
1363,1.492845359
1364,1.100786752
1365,1.191499056
1366,1.097671329
1367,0.964147691
1368,1.033558177
1369,1.005600687
1370,0.928340694
1371,0.958932081
1372,0.563447548
1373,0.635134154
1374,1.191182958
1375,0.989037341
1376,0.864760034
1377,0.873596841
1378,1.12301454
1379,1.22192519
1380,0.897740649
1381,1.049902264
1382,0.820528249
1383,1.180462638
1384,0.954811524
1385,1.004367238
1386,1.462679264
1387,0.82935055
1388,1.138910708
1389,1.198764934
1390,0.938158014
1391,0.626969758
1392,0.5820813
1393,1.209470508
1394,1.410617102
1395,0.862945909
1396,1.108491581
1397,1.029343002
1398,0.946545331
1399,1.123738027
1400,0.815362515
1401,0.798572445
1402,0.891564654
1403,0.547165998
1404,0.764889725
1405,1.118255808
1406,0.697435075
1407,1.198139756
1408,1.249204396
1409,0.840626328
1410,0.904941264
1411,0.835085544
1412,0.911301049
1413,0.76543905
1414,0.882218667
1415,1.097409303
1416,0.996940381
1417,0.748570059
1418,0.559674418
1419,0.99923478
1420,0.625020724
1421,0.952674922
1422,0.934113883
1423,1.063461104
1424,0.91913003
1425,0.914245541
1426,1.103122249
1427,1.024874033
1428,1.050563672
1429,0.582641685
1430,0.895776704
1431,0.558994353
1432,0.562165859
1433,1.071415363
1434,0.574682647
1435,1.273036705
1436,0.609026278
1437,1.113261272
1438,0.990396596
1439,1.080505947
1440,0.801022025
1441,1.228116354
1442,0.664359088
1443,1.30847021
1444,1.119050026
1445,0.947581907
1446,1.272413022
1447,1.202795119
1448,1.07278374
1449,1.187128032
1450,0.714510021
1451,0.622338276
1452,0.962982105
1453,1.323713106
1454,1.104824262
1455,1.121718725
1456,0.568710173
1457,1.018062805
1458,1.13553449
1459,1.029203125
1460,0.994402317
1461,1.102001175
1462,1.192469333
1463,0.742867777
1464,1.194573272
1465,0.924453306
1466,0.600607532
1467,0.920306219
1468,0.989082187
1469,0.848020901
1470,0.885928315
1471,1.386822543
1472,0.944112073
1473,0.785070702
1474,0.589464604
1475,1.2504022
1476,0.783066275
1477,1.104777033
1478,1.134338005
1479,1.129881209
1480,0.958082729
1481,0.622744371
1482,1.07517536
1483,1.169457743
1484,1.021238657
1485,1.140778175
1486,1.244355022
1487,1.435005426
1488,1.006206748
1489,0.831483775
1490,0.975607228
1491,0.992081443
1492,0.99340941
1493,0.949965732
1494,1.331298854
1495,0.658917127
1496,1.026784874
1497,0.651249815
1498,1.094378005
1499,1.029730183
1500,1.137734702
1501,0.827399088
1502,0.825217964
1503,1.117849543
1504,1.127983884
1505,0.65196765
1506,0.714248942
1507,1.383409327
1508,0.556936437
1509,0.845960227
1510,1.0665166
1511,0.955969466
1512,0.676017528
1513,0.653305071
1514,0.646140842
1515,0.819232702
1516,0.837368385
1517,1.125276127
1518,0.91998253
1519,1.084923747
1520,0.996598695
1521,0.915522855
1522,0.804839823
1523,1.216529756
1524,0.914467235
1525,0.976345334
1526,1.352731729
1527,1.057042702
1528,0.936349326
1529,0.566256688
1530,0.564953983
1531,1.018074969
1532,1.12350305
1533,1.013532813
1534,1.129458338
1535,0.809187945
1536,1.074564108
1537,0.938752405
1538,1.065420158
1539,0.74764887
1540,0.527176318
1541,1.164408054
1542,1.145796124
1543,0.93702231
1544,0.853641895
1545,0.874762403
1546,1.088343274
1547,0.784936848
1548,1.194502714
1549,0.925065827
1550,0.912127304
1551,0.961401968
1552,0.921572355
1553,0.930355867
1554,1.033973801
1555,0.654719283
1556,1.012504663
1557,1.344385066
1558,1.07391877
1559,1.017611921
1560,1.194113355
1561,1.11305795
1562,0.541792888
1563,1.048119861
1564,1.093376966
1565,0.974380618
1566,1.087261861
1567,1.259567788
1568,0.920558364
1569,0.585019275
1570,0.985303041
1571,1.064625286
1572,1.20481287
1573,1.19396662
1574,1.15856757
1575,0.624780551
1576,1.002970129
1577,1.301861775
1578,1.080986711
1579,0.586110322
1580,0.597189729
1581,1.01457124
1582,1.302066967
1583,1.077636213
1584,0.654650172
1585,0.606108522
1586,1.102841726
1587,1.347254752
1588,0.914705544
1589,1.188150381
1590,1.043905395
1591,1.10742696
1592,0.840780865
1593,1.063842858
1594,1.353869942
1595,1.23358339
1596,1.032541965
1597,1.066186137
1598,1.38354935
1599,0.854614612
1600,1.102803881
1601,1.035304725
1602,0.992154416
1603,0.975298067
1604,0.575880957
1605,0.900938804
1606,1.065948279
1607,1.217516257
1608,0.763359153
1609,1.036704165
1610,0.782770088
1611,0.824629108
1612,1.00817447
1613,1.166166083
1614,0.961209463
1615,1.345136602
1616,0.792914467
1617,1.026687178
1618,1.196779525
1619,1.381645098
1620,1.008978506
1621,1.204118098
1622,0.892706487
1623,0.932398317
1624,1.39376496
1625,1.135572323
1626,0.973766692
1627,0.877849724
1628,0.717015656
1629,0.986939228
1630,0.77785452
1631,0.621107713
1632,0.96684084
1633,0.806327782
1634,1.08004835
1635,0.957495549
1636,1.005833686
1637,0.644665487
1638,0.49838552
1639,0.805633041
1640,0.761664927
1641,1.139668546
1642,1.140560214
1643,1.203637953
1644,1.356535142
1645,0.882518289
1646,0.882278309
1647,1.062867209
1648,1.147217915
1649,1.041285133
1650,1.02699664
1651,1.116801531
1652,1.192501586
1653,0.856302171
1654,1.273058697
1655,0.77553589
1656,0.799262772
1657,0.949203341
1658,1.018690785
1659,1.222794075
1660,0.606827119
1661,0.823018548
1662,0.823823914
1663,0.846368217
